,Stance
6360,unrelated
6361,unrelated
6362,unrelated
6363,unrelated
6364,unrelated
6365,unrelated
6366,unrelated
6367,unrelated
6368,unrelated
6369,unrelated
6370,unrelated
6371,unrelated
6372,unrelated
6373,unrelated
6374,unrelated
6375,unrelated
6376,unrelated
6377,unrelated
6378,unrelated
6379,unrelated
6380,unrelated
6381,unrelated
6382,unrelated
6383,unrelated
6384,unrelated
6385,unrelated
6386,unrelated
6387,unrelated
6388,unrelated
6389,unrelated
6390,unrelated
6391,unrelated
6392,unrelated
6393,unrelated
6394,unrelated
6395,unrelated
6396,unrelated
6397,unrelated
6398,unrelated
6399,unrelated
6400,unrelated
6401,unrelated
6402,unrelated
6403,unrelated
6404,unrelated
6405,unrelated
6406,unrelated
6407,unrelated
6408,unrelated
6409,unrelated
6410,unrelated
6411,unrelated
6412,unrelated
6413,agree
6414,unrelated
6415,unrelated
6416,unrelated
6417,unrelated
6418,agree
6419,discuss
6420,discuss
6421,discuss
6422,discuss
6423,discuss
6424,unrelated
6425,unrelated
6426,unrelated
6427,unrelated
6428,unrelated
6429,unrelated
6430,unrelated
6431,unrelated
6432,unrelated
6433,unrelated
6434,unrelated
6435,unrelated
6436,unrelated
6437,unrelated
6438,unrelated
6439,unrelated
6440,unrelated
6441,unrelated
6442,unrelated
6443,unrelated
6444,unrelated
6445,unrelated
6446,unrelated
6447,unrelated
6448,unrelated
6449,unrelated
6450,unrelated
6451,unrelated
6452,unrelated
6453,unrelated
6454,unrelated
6455,unrelated
6456,unrelated
6457,unrelated
6458,unrelated
6459,unrelated
6460,unrelated
6461,agree
6462,unrelated
6463,unrelated
6464,unrelated
6465,unrelated
6466,unrelated
6467,unrelated
6468,unrelated
6469,unrelated
6470,discuss
6471,discuss
6472,discuss
6473,unrelated
6474,unrelated
6475,unrelated
6476,unrelated
6477,unrelated
6478,unrelated
6479,unrelated
6480,unrelated
6481,unrelated
6482,unrelated
6483,unrelated
6484,unrelated
6485,unrelated
6486,unrelated
6487,unrelated
6488,unrelated
6489,unrelated
6490,unrelated
6491,unrelated
6492,unrelated
6493,unrelated
6494,unrelated
6495,unrelated
6496,unrelated
6497,unrelated
6498,unrelated
6499,unrelated
6500,unrelated
6501,unrelated
6502,unrelated
6503,unrelated
6504,unrelated
6505,unrelated
6506,unrelated
6507,unrelated
6508,unrelated
6509,unrelated
6510,unrelated
6511,unrelated
6512,unrelated
6513,unrelated
6514,unrelated
6515,unrelated
6516,unrelated
6517,unrelated
6518,unrelated
6519,unrelated
6520,unrelated
6521,unrelated
6522,unrelated
6523,unrelated
6524,unrelated
6525,unrelated
6526,unrelated
6527,unrelated
6528,unrelated
6529,unrelated
6530,unrelated
6531,unrelated
6532,unrelated
6533,unrelated
6534,unrelated
6535,unrelated
6536,agree
6537,unrelated
6538,unrelated
6539,unrelated
6540,unrelated
6541,unrelated
6542,unrelated
6543,unrelated
6544,unrelated
6545,unrelated
6546,unrelated
6547,unrelated
6548,unrelated
6549,unrelated
6550,unrelated
6551,unrelated
6552,unrelated
6553,unrelated
6554,unrelated
6555,unrelated
6556,unrelated
6557,unrelated
6558,unrelated
6559,unrelated
6560,agree
6561,unrelated
6562,unrelated
6563,unrelated
6564,unrelated
6565,unrelated
6566,unrelated
6567,unrelated
6568,unrelated
6569,unrelated
6570,unrelated
6571,unrelated
6572,unrelated
6573,unrelated
6574,unrelated
6575,unrelated
6576,unrelated
6577,unrelated
6578,unrelated
6579,unrelated
6580,unrelated
6581,unrelated
6582,unrelated
6583,unrelated
6584,unrelated
6585,unrelated
6586,unrelated
6587,unrelated
6588,unrelated
6589,unrelated
6590,unrelated
6591,unrelated
6592,agree
6593,unrelated
6594,unrelated
6595,unrelated
6596,unrelated
6597,unrelated
6598,agree
6599,unrelated
6600,unrelated
6601,unrelated
6602,unrelated
6603,unrelated
6604,unrelated
6605,unrelated
6606,unrelated
6607,unrelated
6608,unrelated
6609,unrelated
6610,unrelated
6611,unrelated
6612,unrelated
6613,unrelated
6614,unrelated
6615,unrelated
6616,unrelated
6617,unrelated
6618,unrelated
6619,unrelated
6620,unrelated
6621,unrelated
6622,unrelated
6623,unrelated
6624,unrelated
6625,unrelated
6626,unrelated
6627,unrelated
6628,discuss
6629,unrelated
6630,unrelated
6631,unrelated
6632,agree
6633,unrelated
6634,unrelated
6635,unrelated
6636,unrelated
6637,unrelated
6638,unrelated
6639,unrelated
6640,agree
6641,unrelated
6642,unrelated
6643,unrelated
6644,unrelated
6645,unrelated
6646,agree
6647,unrelated
6648,unrelated
6649,unrelated
6650,unrelated
6651,unrelated
6652,unrelated
6653,unrelated
6654,agree
6655,unrelated
6656,unrelated
6657,discuss
6658,unrelated
6659,discuss
6660,discuss
6661,discuss
6662,discuss
6663,discuss
6664,agree
6665,unrelated
6666,unrelated
6667,unrelated
6668,discuss
6669,discuss
6670,agree
6671,agree
6672,unrelated
6673,unrelated
6674,unrelated
6675,unrelated
6676,unrelated
6677,agree
6678,agree
6679,unrelated
6680,unrelated
6681,discuss
6682,unrelated
6683,unrelated
6684,unrelated
6685,unrelated
6686,unrelated
6687,discuss
6688,unrelated
6689,discuss
6690,unrelated
6691,unrelated
6692,unrelated
6693,unrelated
6694,unrelated
6695,unrelated
6696,unrelated
6697,agree
6698,discuss
6699,unrelated
6700,unrelated
6701,discuss
6702,unrelated
6703,unrelated
6704,unrelated
6705,unrelated
6706,unrelated
6707,unrelated
6708,agree
6709,agree
6710,unrelated
6711,unrelated
6712,discuss
6713,unrelated
6714,unrelated
6715,unrelated
6716,unrelated
6717,unrelated
6718,unrelated
6719,unrelated
6720,unrelated
6721,unrelated
6722,unrelated
6723,unrelated
6724,unrelated
6725,unrelated
6726,unrelated
6727,unrelated
6728,unrelated
6729,unrelated
6730,unrelated
6731,unrelated
6732,unrelated
6733,unrelated
6734,unrelated
6735,unrelated
6736,unrelated
6737,unrelated
6738,unrelated
6739,unrelated
6740,unrelated
6741,unrelated
6742,unrelated
6743,unrelated
6744,unrelated
6745,unrelated
6746,unrelated
6747,unrelated
6748,unrelated
6749,unrelated
6750,unrelated
6751,unrelated
6752,unrelated
6753,unrelated
6754,agree
6755,unrelated
6756,unrelated
6757,unrelated
6758,unrelated
6759,unrelated
6760,unrelated
6761,unrelated
6762,unrelated
6763,unrelated
6764,agree
6765,unrelated
6766,unrelated
6767,unrelated
6768,unrelated
6769,unrelated
6770,unrelated
6771,unrelated
6772,unrelated
6773,unrelated
6774,unrelated
6775,unrelated
6776,unrelated
6777,unrelated
6778,unrelated
6779,disagree
6780,unrelated
6781,unrelated
6782,unrelated
6783,unrelated
6784,unrelated
6785,unrelated
6786,unrelated
6787,unrelated
6788,unrelated
6789,unrelated
6790,agree
6791,unrelated
6792,unrelated
6793,unrelated
6794,unrelated
6795,unrelated
6796,unrelated
6797,disagree
6798,unrelated
6799,disagree
6800,unrelated
6801,unrelated
6802,unrelated
6803,unrelated
6804,unrelated
6805,unrelated
6806,unrelated
6807,unrelated
6808,unrelated
6809,unrelated
6810,unrelated
6811,unrelated
6812,unrelated
6813,unrelated
6814,unrelated
6815,unrelated
6816,unrelated
6817,discuss
6818,unrelated
6819,unrelated
6820,unrelated
6821,unrelated
6822,unrelated
6823,unrelated
6824,unrelated
6825,unrelated
6826,unrelated
6827,unrelated
6828,unrelated
6829,unrelated
6830,unrelated
6831,unrelated
6832,unrelated
6833,unrelated
6834,unrelated
6835,unrelated
6836,unrelated
6837,unrelated
6838,unrelated
6839,unrelated
6840,unrelated
6841,unrelated
6842,unrelated
6843,discuss
6844,unrelated
6845,unrelated
6846,discuss
6847,discuss
6848,unrelated
6849,unrelated
6850,unrelated
6851,unrelated
6852,unrelated
6853,unrelated
6854,unrelated
6855,unrelated
6856,unrelated
6857,discuss
6858,unrelated
6859,unrelated
6860,unrelated
6861,unrelated
6862,unrelated
6863,unrelated
6864,discuss
6865,discuss
6866,unrelated
6867,unrelated
6868,unrelated
6869,unrelated
6870,agree
6871,unrelated
6872,unrelated
6873,unrelated
6874,unrelated
6875,unrelated
6876,unrelated
6877,unrelated
6878,unrelated
6879,unrelated
6880,unrelated
6881,unrelated
6882,unrelated
6883,unrelated
6884,unrelated
6885,unrelated
6886,unrelated
6887,unrelated
6888,unrelated
6889,unrelated
6890,disagree
6891,agree
6892,unrelated
6893,unrelated
6894,unrelated
6895,unrelated
6896,unrelated
6897,unrelated
6898,unrelated
6899,unrelated
6900,unrelated
6901,unrelated
6902,unrelated
6903,unrelated
6904,unrelated
6905,unrelated
6906,unrelated
6907,unrelated
6908,unrelated
6909,unrelated
6910,agree
6911,unrelated
6912,unrelated
6913,unrelated
6914,unrelated
6915,unrelated
6916,unrelated
6917,unrelated
6918,unrelated
6919,unrelated
6920,discuss
6921,unrelated
6922,unrelated
6923,unrelated
6924,unrelated
6925,unrelated
6926,unrelated
6927,unrelated
6928,unrelated
6929,unrelated
6930,unrelated
6931,unrelated
6932,unrelated
6933,unrelated
6934,unrelated
6935,unrelated
6936,unrelated
6937,unrelated
6938,unrelated
6939,unrelated
6940,discuss
6941,discuss
6942,discuss
6943,discuss
6944,discuss
6945,discuss
6946,discuss
6947,agree
6948,agree
6949,agree
6950,discuss
6951,discuss
6952,unrelated
6953,discuss
6954,agree
6955,unrelated
6956,unrelated
6957,unrelated
6958,agree
6959,unrelated
6960,discuss
6961,unrelated
6962,agree
6963,unrelated
6964,discuss
6965,agree
6966,discuss
6967,unrelated
6968,agree
6969,unrelated
6970,discuss
6971,discuss
6972,discuss
6973,discuss
6974,discuss
6975,unrelated
6976,unrelated
6977,discuss
6978,unrelated
6979,unrelated
6980,unrelated
6981,unrelated
6982,unrelated
6983,unrelated
6984,unrelated
6985,unrelated
6986,unrelated
6987,unrelated
6988,unrelated
6989,unrelated
6990,unrelated
6991,unrelated
6992,unrelated
6993,discuss
6994,discuss
6995,discuss
6996,unrelated
6997,unrelated
6998,discuss
6999,discuss
7000,unrelated
7001,unrelated
7002,discuss
7003,discuss
7004,unrelated
7005,unrelated
7006,discuss
7007,discuss
7008,agree
7009,agree
7010,unrelated
7011,unrelated
7012,discuss
7013,unrelated
7014,unrelated
7015,unrelated
7016,unrelated
7017,unrelated
7018,unrelated
7019,discuss
7020,unrelated
7021,unrelated
7022,unrelated
7023,unrelated
7024,discuss
7025,unrelated
7026,unrelated
7027,unrelated
7028,discuss
7029,unrelated
7030,unrelated
7031,unrelated
7032,unrelated
7033,unrelated
7034,unrelated
7035,unrelated
7036,unrelated
7037,unrelated
7038,unrelated
7039,unrelated
7040,unrelated
7041,unrelated
7042,unrelated
7043,unrelated
7044,unrelated
7045,unrelated
7046,unrelated
7047,unrelated
7048,unrelated
7049,unrelated
7050,unrelated
7051,unrelated
7052,unrelated
7053,unrelated
7054,unrelated
7055,unrelated
7056,unrelated
7057,unrelated
7058,unrelated
7059,unrelated
7060,unrelated
7061,unrelated
7062,unrelated
7063,unrelated
7064,unrelated
7065,unrelated
7066,discuss
7067,unrelated
7068,agree
7069,unrelated
7070,unrelated
7071,unrelated
7072,unrelated
7073,unrelated
7074,agree
7075,unrelated
7076,unrelated
7077,unrelated
7078,unrelated
7079,unrelated
7080,unrelated
7081,unrelated
7082,unrelated
7083,agree
7084,agree
7085,agree
7086,discuss
7087,discuss
7088,discuss
7089,discuss
7090,agree
7091,unrelated
7092,unrelated
7093,unrelated
7094,agree
7095,unrelated
7096,unrelated
7097,unrelated
7098,unrelated
7099,unrelated
7100,unrelated
7101,unrelated
7102,unrelated
7103,unrelated
7104,unrelated
7105,unrelated
7106,agree
7107,unrelated
7108,discuss
7109,discuss
7110,discuss
7111,unrelated
7112,unrelated
7113,unrelated
7114,discuss
7115,unrelated
7116,unrelated
7117,unrelated
7118,unrelated
7119,unrelated
7120,unrelated
7121,unrelated
7122,unrelated
7123,discuss
7124,discuss
7125,discuss
7126,unrelated
7127,unrelated
7128,discuss
7129,unrelated
7130,agree
7131,unrelated
7132,unrelated
7133,unrelated
7134,unrelated
7135,unrelated
7136,unrelated
7137,unrelated
7138,discuss
7139,disagree
7140,discuss
7141,discuss
7142,discuss
7143,discuss
7144,discuss
7145,discuss
7146,discuss
7147,discuss
7148,discuss
7149,discuss
7150,discuss
7151,unrelated
7152,unrelated
7153,discuss
7154,unrelated
7155,unrelated
7156,unrelated
7157,unrelated
7158,unrelated
7159,discuss
7160,unrelated
7161,unrelated
7162,unrelated
7163,unrelated
7164,unrelated
7165,unrelated
7166,unrelated
7167,discuss
7168,unrelated
7169,unrelated
7170,unrelated
7171,discuss
7172,unrelated
7173,unrelated
7174,unrelated
7175,unrelated
7176,unrelated
7177,unrelated
7178,unrelated
7179,unrelated
7180,unrelated
7181,unrelated
7182,unrelated
7183,unrelated
7184,unrelated
7185,unrelated
7186,unrelated
7187,unrelated
7188,unrelated
7189,unrelated
7190,discuss
7191,unrelated
7192,unrelated
7193,unrelated
7194,unrelated
7195,discuss
7196,unrelated
7197,unrelated
7198,unrelated
7199,unrelated
7200,unrelated
7201,unrelated
7202,unrelated
7203,unrelated
7204,unrelated
7205,unrelated
7206,unrelated
7207,unrelated
7208,unrelated
7209,discuss
7210,unrelated
7211,unrelated
7212,unrelated
7213,unrelated
7214,unrelated
7215,unrelated
7216,unrelated
7217,unrelated
7218,unrelated
7219,discuss
7220,agree
7221,disagree
7222,discuss
7223,agree
7224,agree
7225,discuss
7226,discuss
7227,discuss
7228,discuss
7229,discuss
7230,discuss
7231,discuss
7232,unrelated
7233,unrelated
7234,unrelated
7235,unrelated
7236,unrelated
7237,unrelated
7238,discuss
7239,unrelated
7240,unrelated
7241,unrelated
7242,discuss
7243,unrelated
7244,discuss
7245,unrelated
7246,unrelated
7247,discuss
7248,unrelated
7249,unrelated
7250,unrelated
7251,unrelated
7252,unrelated
7253,discuss
7254,unrelated
7255,unrelated
7256,discuss
7257,unrelated
7258,unrelated
7259,unrelated
7260,discuss
7261,unrelated
7262,discuss
7263,unrelated
7264,unrelated
7265,unrelated
7266,unrelated
7267,unrelated
7268,unrelated
7269,unrelated
7270,unrelated
7271,unrelated
7272,unrelated
7273,unrelated
7274,unrelated
7275,unrelated
7276,unrelated
7277,unrelated
7278,unrelated
7279,unrelated
7280,discuss
7281,unrelated
7282,unrelated
7283,unrelated
7284,unrelated
7285,discuss
7286,unrelated
7287,unrelated
7288,unrelated
7289,unrelated
7290,agree
7291,disagree
7292,disagree
7293,disagree
7294,agree
7295,discuss
7296,unrelated
7297,unrelated
7298,unrelated
7299,unrelated
7300,unrelated
7301,unrelated
7302,unrelated
7303,unrelated
7304,unrelated
7305,discuss
7306,unrelated
7307,unrelated
7308,unrelated
7309,unrelated
7310,unrelated
7311,unrelated
7312,unrelated
7313,unrelated
7314,unrelated
7315,unrelated
7316,unrelated
7317,unrelated
7318,unrelated
7319,unrelated
7320,unrelated
7321,unrelated
7322,unrelated
7323,unrelated
7324,unrelated
7325,unrelated
7326,unrelated
7327,unrelated
7328,unrelated
7329,unrelated
7330,unrelated
7331,unrelated
7332,unrelated
7333,unrelated
7334,unrelated
7335,unrelated
7336,unrelated
7337,unrelated
7338,unrelated
7339,agree
7340,agree
7341,agree
7342,discuss
7343,disagree
7344,discuss
7345,discuss
7346,discuss
7347,discuss
7348,discuss
7349,agree
7350,unrelated
7351,discuss
7352,unrelated
7353,discuss
7354,agree
7355,unrelated
7356,unrelated
7357,unrelated
7358,unrelated
7359,unrelated
7360,unrelated
7361,unrelated
7362,unrelated
7363,unrelated
7364,agree
7365,agree
7366,unrelated
7367,unrelated
7368,unrelated
7369,unrelated
7370,unrelated
7371,unrelated
7372,agree
7373,unrelated
7374,unrelated
7375,unrelated
7376,unrelated
7377,unrelated
7378,unrelated
7379,unrelated
7380,unrelated
7381,unrelated
7382,unrelated
7383,unrelated
7384,unrelated
7385,unrelated
7386,unrelated
7387,unrelated
7388,unrelated
7389,unrelated
7390,unrelated
7391,unrelated
7392,agree
7393,unrelated
7394,unrelated
7395,unrelated
7396,unrelated
7397,unrelated
7398,unrelated
7399,unrelated
7400,unrelated
7401,unrelated
7402,unrelated
7403,agree
7404,unrelated
7405,unrelated
7406,unrelated
7407,unrelated
7408,unrelated
7409,unrelated
7410,unrelated
7411,unrelated
7412,unrelated
7413,unrelated
7414,unrelated
7415,unrelated
7416,unrelated
7417,agree
7418,unrelated
7419,unrelated
7420,unrelated
7421,unrelated
7422,discuss
7423,unrelated
7424,unrelated
7425,discuss
7426,unrelated
7427,unrelated
7428,unrelated
7429,unrelated
7430,unrelated
7431,unrelated
7432,unrelated
7433,unrelated
7434,unrelated
7435,discuss
7436,unrelated
7437,unrelated
7438,unrelated
7439,unrelated
7440,unrelated
7441,unrelated
7442,discuss
7443,unrelated
7444,unrelated
7445,unrelated
7446,unrelated
7447,unrelated
7448,unrelated
7449,unrelated
7450,unrelated
7451,unrelated
7452,unrelated
7453,unrelated
7454,unrelated
7455,unrelated
7456,unrelated
7457,unrelated
7458,unrelated
7459,unrelated
7460,unrelated
7461,unrelated
7462,unrelated
7463,unrelated
7464,unrelated
7465,unrelated
7466,unrelated
7467,unrelated
7468,unrelated
7469,unrelated
7470,unrelated
7471,unrelated
7472,unrelated
7473,unrelated
7474,unrelated
7475,unrelated
7476,unrelated
7477,unrelated
7478,unrelated
7479,unrelated
7480,unrelated
7481,unrelated
7482,unrelated
7483,unrelated
7484,unrelated
7485,unrelated
7486,unrelated
7487,unrelated
7488,unrelated
7489,unrelated
7490,unrelated
7491,discuss
7492,unrelated
7493,discuss
7494,unrelated
7495,unrelated
7496,unrelated
7497,unrelated
7498,unrelated
7499,unrelated
7500,unrelated
7501,unrelated
7502,unrelated
7503,unrelated
7504,unrelated
7505,unrelated
7506,unrelated
7507,unrelated
7508,unrelated
7509,unrelated
7510,unrelated
7511,unrelated
7512,unrelated
7513,unrelated
7514,unrelated
7515,unrelated
7516,unrelated
7517,unrelated
7518,unrelated
7519,unrelated
7520,unrelated
7521,unrelated
7522,unrelated
7523,discuss
7524,unrelated
7525,unrelated
7526,unrelated
7527,unrelated
7528,unrelated
7529,unrelated
7530,unrelated
7531,unrelated
7532,unrelated
7533,unrelated
7534,unrelated
7535,unrelated
7536,unrelated
7537,discuss
7538,agree
7539,discuss
7540,agree
7541,agree
7542,discuss
7543,discuss
7544,discuss
7545,agree
7546,unrelated
7547,unrelated
7548,unrelated
7549,unrelated
7550,agree
7551,unrelated
7552,unrelated
7553,unrelated
7554,unrelated
7555,agree
7556,unrelated
7557,unrelated
7558,unrelated
7559,unrelated
7560,unrelated
7561,unrelated
7562,unrelated
7563,unrelated
7564,discuss
7565,unrelated
7566,unrelated
7567,unrelated
7568,unrelated
7569,unrelated
7570,unrelated
7571,unrelated
7572,unrelated
7573,unrelated
7574,unrelated
7575,unrelated
7576,unrelated
7577,unrelated
7578,unrelated
7579,unrelated
7580,discuss
7581,unrelated
7582,unrelated
7583,unrelated
7584,unrelated
7585,unrelated
7586,unrelated
7587,unrelated
7588,unrelated
7589,unrelated
7590,unrelated
7591,unrelated
7592,unrelated
7593,unrelated
7594,discuss
7595,unrelated
7596,unrelated
7597,unrelated
7598,unrelated
7599,unrelated
7600,unrelated
7601,unrelated
7602,unrelated
7603,unrelated
7604,unrelated
7605,unrelated
7606,discuss
7607,unrelated
7608,unrelated
7609,discuss
7610,discuss
7611,discuss
7612,discuss
7613,discuss
7614,discuss
7615,discuss
7616,discuss
7617,discuss
7618,discuss
7619,discuss
7620,discuss
7621,disagree
7622,agree
7623,discuss
7624,discuss
7625,unrelated
7626,unrelated
7627,unrelated
7628,unrelated
7629,unrelated
7630,unrelated
7631,discuss
7632,unrelated
7633,unrelated
7634,discuss
7635,unrelated
7636,unrelated
7637,unrelated
7638,unrelated
7639,unrelated
7640,unrelated
7641,unrelated
7642,discuss
7643,unrelated
7644,unrelated
7645,unrelated
7646,unrelated
7647,unrelated
7648,unrelated
7649,unrelated
7650,discuss
7651,unrelated
7652,unrelated
7653,discuss
7654,unrelated
7655,unrelated
7656,unrelated
7657,unrelated
7658,unrelated
7659,unrelated
7660,unrelated
7661,unrelated
7662,unrelated
7663,unrelated
7664,unrelated
7665,unrelated
7666,unrelated
7667,unrelated
7668,unrelated
7669,unrelated
7670,unrelated
7671,unrelated
7672,unrelated
7673,discuss
7674,unrelated
7675,unrelated
7676,unrelated
7677,discuss
7678,discuss
7679,unrelated
7680,unrelated
7681,unrelated
7682,unrelated
7683,unrelated
7684,unrelated
7685,unrelated
7686,unrelated
7687,unrelated
7688,unrelated
7689,discuss
7690,unrelated
7691,unrelated
7692,unrelated
7693,unrelated
7694,unrelated
7695,unrelated
7696,unrelated
7697,unrelated
7698,unrelated
7699,unrelated
7700,unrelated
7701,unrelated
7702,unrelated
7703,unrelated
7704,unrelated
7705,unrelated
7706,unrelated
7707,unrelated
7708,unrelated
7709,unrelated
7710,unrelated
7711,discuss
7712,unrelated
7713,unrelated
7714,unrelated
7715,unrelated
7716,unrelated
7717,unrelated
7718,unrelated
7719,unrelated
7720,unrelated
7721,unrelated
7722,unrelated
7723,discuss
7724,unrelated
7725,agree
7726,agree
7727,agree
7728,agree
7729,agree
7730,unrelated
7731,unrelated
7732,unrelated
7733,unrelated
7734,unrelated
7735,unrelated
7736,unrelated
7737,agree
7738,agree
7739,unrelated
7740,unrelated
7741,unrelated
7742,unrelated
7743,unrelated
7744,unrelated
7745,unrelated
7746,agree
7747,unrelated
7748,unrelated
7749,unrelated
7750,unrelated
7751,unrelated
7752,unrelated
7753,unrelated
7754,unrelated
7755,unrelated
7756,unrelated
7757,discuss
7758,discuss
7759,unrelated
7760,unrelated
7761,unrelated
7762,unrelated
7763,unrelated
7764,unrelated
7765,unrelated
7766,unrelated
7767,unrelated
7768,unrelated
7769,agree
7770,discuss
7771,discuss
7772,discuss
7773,discuss
7774,agree
7775,agree
7776,agree
7777,agree
7778,unrelated
7779,unrelated
7780,unrelated
7781,unrelated
7782,unrelated
7783,unrelated
7784,unrelated
7785,unrelated
7786,unrelated
7787,unrelated
7788,unrelated
7789,agree
7790,unrelated
7791,unrelated
7792,unrelated
7793,unrelated
7794,disagree
7795,unrelated
7796,agree
7797,unrelated
7798,unrelated
7799,unrelated
7800,unrelated
7801,unrelated
7802,unrelated
7803,unrelated
7804,unrelated
7805,unrelated
7806,discuss
7807,unrelated
7808,discuss
7809,discuss
7810,unrelated
7811,unrelated
7812,unrelated
7813,discuss
7814,unrelated
7815,unrelated
7816,unrelated
7817,unrelated
7818,discuss
7819,unrelated
7820,unrelated
7821,unrelated
7822,unrelated
7823,unrelated
7824,discuss
7825,discuss
7826,unrelated
7827,unrelated
7828,unrelated
7829,unrelated
7830,discuss
7831,unrelated
7832,unrelated
7833,unrelated
7834,unrelated
7835,unrelated
7836,unrelated
7837,unrelated
7838,unrelated
7839,unrelated
7840,discuss
7841,discuss
7842,unrelated
7843,unrelated
7844,unrelated
7845,unrelated
7846,unrelated
7847,unrelated
7848,unrelated
7849,unrelated
7850,discuss
7851,agree
7852,agree
7853,unrelated
7854,unrelated
7855,unrelated
7856,unrelated
7857,unrelated
7858,unrelated
7859,unrelated
7860,unrelated
7861,unrelated
7862,unrelated
7863,unrelated
7864,unrelated
7865,unrelated
7866,unrelated
7867,unrelated
7868,unrelated
7869,unrelated
7870,unrelated
7871,unrelated
7872,unrelated
7873,agree
7874,unrelated
7875,unrelated
7876,unrelated
7877,unrelated
7878,unrelated
7879,unrelated
7880,unrelated
7881,unrelated
7882,unrelated
7883,unrelated
7884,unrelated
7885,unrelated
7886,unrelated
7887,unrelated
7888,unrelated
7889,unrelated
7890,unrelated
7891,unrelated
7892,unrelated
7893,unrelated
7894,unrelated
7895,unrelated
7896,agree
7897,unrelated
7898,unrelated
7899,agree
7900,unrelated
7901,unrelated
7902,unrelated
7903,unrelated
7904,unrelated
7905,unrelated
7906,unrelated
7907,unrelated
7908,unrelated
7909,unrelated
7910,unrelated
7911,agree
7912,agree
7913,unrelated
7914,unrelated
7915,unrelated
7916,unrelated
7917,unrelated
7918,unrelated
7919,unrelated
7920,unrelated
7921,unrelated
7922,unrelated
7923,unrelated
7924,unrelated
7925,unrelated
7926,unrelated
7927,unrelated
7928,unrelated
7929,unrelated
7930,unrelated
7931,unrelated
7932,unrelated
7933,agree
7934,unrelated
7935,unrelated
7936,unrelated
7937,unrelated
7938,unrelated
7939,unrelated
7940,unrelated
7941,unrelated
7942,unrelated
7943,unrelated
7944,unrelated
7945,unrelated
7946,unrelated
7947,unrelated
7948,unrelated
7949,unrelated
7950,unrelated
7951,unrelated
7952,unrelated
7953,unrelated
7954,unrelated
7955,discuss
7956,unrelated
7957,unrelated
7958,unrelated
7959,unrelated
7960,unrelated
7961,unrelated
7962,unrelated
7963,unrelated
7964,unrelated
7965,unrelated
7966,unrelated
7967,unrelated
7968,unrelated
7969,unrelated
7970,unrelated
7971,unrelated
7972,agree
7973,agree
7974,disagree
7975,agree
7976,agree
7977,unrelated
7978,discuss
7979,unrelated
7980,unrelated
7981,unrelated
7982,unrelated
7983,discuss
7984,discuss
7985,unrelated
7986,unrelated
7987,unrelated
7988,unrelated
7989,unrelated
7990,unrelated
7991,discuss
7992,unrelated
7993,unrelated
7994,discuss
7995,unrelated
7996,unrelated
7997,unrelated
7998,discuss
7999,discuss
8000,discuss
8001,discuss
8002,discuss
8003,discuss
8004,unrelated
8005,unrelated
8006,unrelated
8007,unrelated
8008,unrelated
8009,unrelated
8010,unrelated
8011,unrelated
8012,unrelated
8013,unrelated
8014,unrelated
8015,unrelated
8016,unrelated
8017,agree
8018,unrelated
8019,unrelated
8020,unrelated
8021,unrelated
8022,unrelated
8023,unrelated
8024,unrelated
8025,unrelated
8026,unrelated
8027,unrelated
8028,unrelated
8029,unrelated
8030,unrelated
8031,unrelated
8032,unrelated
8033,unrelated
8034,unrelated
8035,unrelated
8036,unrelated
8037,unrelated
8038,unrelated
8039,unrelated
8040,unrelated
8041,unrelated
8042,unrelated
8043,unrelated
8044,unrelated
8045,unrelated
8046,unrelated
8047,unrelated
8048,unrelated
8049,unrelated
8050,unrelated
8051,unrelated
8052,unrelated
8053,unrelated
8054,unrelated
8055,unrelated
8056,unrelated
8057,unrelated
8058,unrelated
8059,unrelated
8060,unrelated
8061,unrelated
8062,unrelated
8063,unrelated
8064,unrelated
8065,unrelated
8066,unrelated
8067,unrelated
8068,unrelated
8069,unrelated
8070,unrelated
8071,unrelated
8072,unrelated
8073,unrelated
8074,unrelated
8075,unrelated
8076,unrelated
8077,unrelated
8078,unrelated
8079,unrelated
8080,unrelated
8081,unrelated
8082,unrelated
8083,unrelated
8084,unrelated
8085,unrelated
8086,unrelated
8087,unrelated
8088,unrelated
8089,unrelated
8090,unrelated
8091,unrelated
8092,discuss
8093,discuss
8094,discuss
8095,unrelated
8096,unrelated
8097,unrelated
8098,unrelated
8099,unrelated
8100,unrelated
8101,unrelated
8102,unrelated
8103,unrelated
8104,unrelated
8105,unrelated
8106,unrelated
8107,unrelated
8108,unrelated
8109,unrelated
8110,unrelated
8111,unrelated
8112,unrelated
8113,unrelated
8114,unrelated
8115,unrelated
8116,unrelated
8117,unrelated
8118,unrelated
8119,unrelated
8120,unrelated
8121,unrelated
8122,unrelated
8123,unrelated
8124,unrelated
8125,unrelated
8126,unrelated
8127,unrelated
8128,unrelated
8129,unrelated
8130,unrelated
8131,unrelated
8132,unrelated
8133,unrelated
8134,unrelated
8135,unrelated
8136,unrelated
8137,unrelated
8138,unrelated
8139,unrelated
8140,unrelated
8141,unrelated
8142,unrelated
8143,unrelated
8144,unrelated
8145,unrelated
8146,unrelated
8147,unrelated
8148,unrelated
8149,unrelated
8150,unrelated
8151,unrelated
8152,unrelated
8153,unrelated
8154,unrelated
8155,unrelated
8156,unrelated
8157,unrelated
8158,unrelated
